cat|value|label|strahler|area
1176|1129||1|114819.062813
1177|1134||1|131511.508086
1178|1136||1|198749.301663
1179|1137||1|196721.247564
1180|1142||1|132603.537216
1181|1135||1|309824.264602
1182|1140||1|144303.849324
1183|1157||1|421679.248348
1184|1147||1|821205.905772
1186|1141||1|104210.779836
1187|1153||1|293755.835974
1189|1144||1|123087.283369
1190|1148||1|215909.75942
1191|1139||1|331352.838879
1192|1146||1|163180.352857
1193|1143||1|116223.100266
1194|1152||1|216221.767743
1195|1149||1|192041.122722
1196|1151||1|287515.669517
1197|1154||1|236970.321214
1199|1156||1|148983.974167
1200|1159||1|286735.648709
1201|1150||1|114819.062813
1202|1186||1|407482.869657
1203|1168||1|313568.364476
1204|1155||1|213881.705322
1205|1160||1|152728.074041
1206|1178||1|341181.101049
1207|1158||1|169576.523475
1208|1161||1|307796.210503
1209|1171||1|115443.079459
1211|1165||1|117939.146042
1212|1167||1|154444.119817
1213|1181||1|596715.917472
1215|1163||1|143835.83684
1216|1166||1|160528.282112
1217|1169||1|173476.627511
1218|1184||1|160840.290435
1219|1164||1|138687.699512
1220|1162||1|134319.582992
1221|1175||1|196877.251726
1222|1173||1|326204.701552
1223|1188||1|177844.744031
1224|1183||1|294379.85262
1225|1172||1|121527.241755
1226|1180||1|180184.806453
1227|1176||1|156628.178077
1228|1185||1|273787.303311
1229|1170||1|205457.480604
1230|1182||1|167704.473538
1231|1174||1|577527.405618
1232|1179||1|127611.404051
1233|1189||1|104678.79232
1234|1195||1|184240.91465
1235|1177||1|118563.162688
1236|1200||1|350541.350735
1237|1191||1|147267.928391
1238|1187||1|115911.091943
1239|1198||1|322928.614162
1240|1190||1|437903.681136
1241|1193||1|414815.065246
1242|1194||1|217001.788551
1243|1192||1|160528.282112
1244|1202||1|220745.888425
1245|1211||1|199529.32247
1247|1199||1|206549.509734
1248|1213||1|246330.570899
1250|1206||1|202181.393215
1251|1196||1|114663.058652
1252|1208||1|309356.252118
1253|1197||1|219809.863456
1254|1207||1|324332.651615
1255|1201||1|340713.088565
1256|1212||1|251634.712388
1257|1209||1|340557.084403
1258|1210||1|348513.296637
1259|1204||1|239466.387796
1260|1203||1|102962.746544
1262|1205||1|139935.732803
1263|1214||1|520273.878371
1266|1217||1|183460.893842
1267|1216||1|227766.075689
1268|1215||1|115131.071136
1269|1218||1|220745.888425
1270|1219||1|353817.438126
1271|1227||1|253506.762325
1272|1220||1|337124.992852
1273|1226||1|163336.357018
1274|1232||1|134943.599638
1275|1223||1|149607.990812
1276|1221||1|135723.620445
1277|1229||1|188921.039493
1278|1222||1|113103.017038
1279|1225||1|237126.325375
1280|1242||1|215597.751097
1281|1224||1|94226.513504
1282|1230||1|942889.151688
1284|1228||1|414659.061084
1285|1235||1|215909.75942
1286|1231||1|101558.709091
1287|1234||1|160060.269628
1288|1239||1|228546.096496
1289|1243||1|649757.332359
1290|1233||1|152728.074041
1291|1236||1|76910.051585
1292|1240||1|233538.229662
1293|1263||1|303740.102306
1294|1237||1|257874.878845
1295|1246||1|131043.495602
1296|1245||1|178780.769
1297|1262||1|141027.761933
1298|1253||1|277531.403185
1299|1238||1|127455.399889
1300|1280||1|578307.426424
1301|1258||1|195941.226757
1302|1281||1|1053496.102142
1303|1251||1|472848.613297
1304|1247||1|158188.219691
1305|1244||1|223709.967492
1306|1252||1|132915.545539
1307|1241||1|432755.54381
1308|1279||1|534938.269546
1309|1267||1|322460.601678
1310|1248||1|249606.658289
1311|1294||1|807009.527082
1312|1254||1|133071.5497
1313|1249||1|299371.985786
1314|1268||1|309980.268763
1315|1255||1|122619.270885
1316|1259||1|223241.955008
1317|1256||1|123243.28753
1318|1250||1|133071.549701
1319|1257||1|384706.262089
1320|1270||1|235566.28376
1321|1260||1|197189.260048
1322|1261||1|135567.616283
1323|1266||1|1174087.318929
1324|1287||1|496093.233351
1325|1275||1|161464.307081
1326|1278||1|378934.108115
1327|1269||1|170356.544283
1328|1292||1|379090.112278
1329|1264||1|225270.009106
1330|1273||1|215441.746936
1331|1265||1|97034.58841
1332|1272||1|136347.637091
1333|1276||1|298123.952494
1334|1271||1|179248.781484
1335|1282||1|346485.242538
1336|1302||1|492817.14596
1337|1274||1|182680.873036
1338|1284||1|317936.480996
1339|1283||1|433067.552133
1340|1277||1|208109.551349
1341|1285||1|261462.974559
1342|1290||1|420899.227539
1343|1299||1|317312.464349
1344|1288||1|273631.29915
1345|1297||1|326360.705715
1346|1286||1|388762.370286
1348|1306||1|361461.642035
1349|1289||1|114975.066974
1350|1293||1|142587.803548
1351|1296||1|357093.525516
1352|1295||1|232602.204693
1353|1291||1|204053.443151
1354|1301||1|175036.669126
1355|1304||1|201557.376569
1356|1311||1|316844.451866
1357|1298||1|245238.541769
1358|1312||1|302336.064853
1359|1303||1|193289.156012
1360|1305||1|155380.144785
1361|1320||1|237438.333698
1362|1307||1|159904.265466
1363|1314||1|244458.520962
1364|1300||1|181744.848067
1366|1309||1|170512.548444
1367|1308||1|127611.40405
1368|1315||1|187204.993717
1369|1310||1|108734.900518
1370|1313||1|245394.545931
1371|1321||1|187204.993717
1372|1336||1|710754.959479
1373|1324||1|326672.714036
1374|1319||1|113103.017038
1375|1317||1|167080.456893
1376|1343||1|740551.754313
1377|1328||1|185020.935457
1378|1316||1|118719.166849
1379|1325||1|127923.412374
1380|1318||1|165052.402794
1381|1341||1|587511.671949
1382|1327||1|213725.70116
1383|1337||1|438839.706105
1384|1329||1|358809.571292
1385|1322||1|134475.587153
1386|1331||1|301712.048207
1387|1326||1|412943.015308
1388|1347||1|702330.734762
1389|1323||1|202649.405699
1391|1348||1|445859.89337
1392|1330||1|135411.612122
1393|1345||1|336968.98869
1394|1334||1|416687.115182
1395|1335||1|303116.08566
1396|1340||1|166144.431924
1397|1344||1|193601.164336
1398|1332||1|152260.061557
1399|1349||1|256158.833069
1400|1333||1|91886.451082
1401|1339||1|167080.456893
1402|1367||1|406858.853012
1403|1338||1|430103.473066
1405|1346||1|349605.325767
1406|1351||1|160684.286274
1407|1342||1|138999.707835
1408|1350||1|193601.164336
1409|1362||1|171136.56509
1410|1384||1|431195.502195
1411|1354||1|148359.957521
1412|1355||1|133383.558023
1413|1352||1|227610.071528
1414|1366||1|167704.473538
1416|1358||1|228078.084012
1417|1360||1|183304.889681
1418|1356||1|167704.473538
1419|1353||1|113259.021199
1420|1369||1|250074.670774
1421|1372||1|138375.691189
1422|1357||1|162400.33205
1423|1364||1|222305.930039
1424|1359||1|138843.703674
1425|1375||1|206393.505573
1426|1370||1|200777.355762
1427|1361||1|165208.406955
1428|1368||1|131199.499764
1429|1374||1|226362.038236
1430|1365||1|205925.493089
1431|1379||1|349293.317443
1432|1363||1|272539.27002
1433|1380||1|228390.092335
1434|1377||1|186736.981232
1435|1385||1|290323.744423
1436|1371||1|279247.448961
1437|1378||1|172228.59422
1438|1376||1|173944.639996
1439|1373||1|216065.763582
1440|1391||1|169576.523475
1441|1381||1|211385.638739
1442|1403||1|515905.761852
1443|1406||1|555686.823016
1444|1383||1|234162.246308
1445|1389||1|134163.578831
1446|1387||1|176440.706578
1447|1388||1|188921.039493
1448|1390||1|309668.26044
1449|1386||1|174568.656641
1450|1382||1|118251.154365
1452|1392||1|283303.557158
1453|1397||1|149139.978328
1454|1395||1|247890.612514
1455|1393||1|127455.399889
1456|1402||1|251166.699904
1457|1394||1|158500.228014
1458|1400||1|155692.153108
1459|1398||1|266611.111885
1460|1408||1|310448.281248
1461|1396||1|272851.278343
1462|1399||1|153196.086525
1463|1404||1|427451.40232
1464|1417||1|389074.378609
1465|1401||1|161776.315404
1466|1409||1|184552.922973
1467|1405||1|178156.752354
1468|1407||1|177532.735708
1469|1416||1|112791.008715
1470|1411||1|211229.634577
1471|1419||1|171916.585897
1472|1427||1|413879.040276
1473|1414||1|191729.114399
1474|1413||1|135567.616284
1475|1415||1|133383.558023
1476|1426||1|265207.074433
1477|1424||1|219965.867618
1478|1420||1|252258.729034
1479|1410||1|167860.4777
1480|1412||1|152572.069879
1481|1418||1|116535.108589
1482|1425||1|220433.880102
1483|1421||1|309200.247956
1484|1430||1|238686.366989
1485|1422||1|150076.003297
1486|1442||1|329636.793103
1487|1435||1|193445.160174
1488|1446||1|279247.448961
1489|1439||1|228858.104819
1490|1423||1|150388.011619
1491|1432||1|150232.007458
1492|1429||1|139311.716158
1493|1434||1|122463.266723
1494|1428||1|190325.076946
1495|1431||1|280807.490576
1496|1433||1|214349.717806
1497|1438||1|242430.466863
1498|1441||1|146643.911745
1499|1436||1|168952.50683
1500|1437||1|239154.379474
1501|1448||1|278311.423993
1502|1461||1|385330.278735
1503|1465||1|271915.253374
1504|1449||1|190481.081107
1505|1458||1|222773.942523
1506|1440||1|144771.861808
1507|1456||1|187985.014524
1508|1455||1|212789.676192
1509|1459||1|175816.689933
1510|1444||1|201089.364084
1511|1443||1|327920.747328
1512|1445||1|270823.224245
1513|1447||1|186424.97291
1514|1453||1|133071.549701
1515|1469||1|220277.87594
1516|1450||1|149295.98249
1517|1451||1|186580.977071
1518|1452||1|160996.294597
1519|1464||1|151792.049072
1520|1457||1|169264.515153
1521|1454||1|176908.719063
1522|1463||1|155848.15727
1523|1462||1|199841.330793
1524|1468||1|235878.292083
1525|1466||1|232758.208855
1526|1475||1|392974.482644
1527|1467||1|222149.925877
1528|1471||1|282211.528028
1529|1460||1|109826.929647
1530|1482||1|279247.448961
1532|1491||1|311228.302055
1533|1490||1|497029.258319
1534|1489||1|283303.557159
1535|1474||1|95786.555119
1536|1477||1|135099.603799
1538|1472||1|553502.764757
1539|1480||1|218717.834326
1540|1485||1|146331.903422
1541|1470||1|500305.345709
1542|1476||1|197033.255887
1543|1484||1|116691.11275
1544|1493||1|215597.751098
1545|1497||1|177064.723224
1547|1473||1|97658.605056
1548|1483||1|200621.3516
1549|1502||1|222617.938362
1550|1495||1|249606.658289
1551|1505||1|330104.805588
1552|1496||1|474252.65075
1553|1478||1|113883.037844
1554|1501||1|294691.860943
1555|1479||1|179716.793968
1556|1486||1|132603.537216
1557|1494||1|151948.053234
1558|1500||1|285487.615418
1559|1503||1|148359.957521
1560|1499||1|160684.286274
1561|1481||1|109826.929647
1562|1492||1|265363.078594
1563|1487||1|133695.566347
1564|1488||1|347265.263345
1565|1507||1|157252.194722
1566|1512||1|212321.663708
1568|1504||1|275971.361571
1569|1511||1|339465.055274
1570|1510||1|166144.431924
1571|1508||1|176752.714901
1572|1515||1|263803.036979
1573|1517||1|168952.50683
1574|1498||1|130887.49144
1575|1506||1|246486.575061
1576|1509||1|140559.749449
1577|1513||1|124335.31666
1578|1532||1|363645.700296
1579|1553||1|580491.484684
1580|1518||1|175660.685771
1581|1522||1|160216.273789
1582|1530||1|457248.197153
1583|1519||1|194537.189304
1584|1543||1|611224.304486
1585|1520||1|115599.08362
1586|1516||1|215909.75942
1587|1524||1|279247.448962
1588|1514||1|236034.296246
1589|1537||1|256158.83307
1590|1529||1|146643.911745
1591|1539||1|251946.720711
1592|1535||1|222929.946685
1593|1521||1|95006.534311
1594|1525||1|236502.308729
1595|1523||1|122931.279207
1596|1548||1|290479.748585
1597|1550||1|549914.669044
1598|1533||1|159748.261305
1599|1544||1|241026.429411
1600|1526||1|153664.09901
1601|1531||1|164428.386149
1602|1546||1|187829.010363
1603|1528||1|134631.591315
1604|1536||1|251478.708227
1605|1527||1|141027.761933
1606|1534||1|181276.835583
1607|1540||1|155536.148947
1608|1545||1|132915.545539
1609|1549||1|218873.838488
1611|1551||1|131355.503925
1612|1538||1|146019.895099
1613|1541||1|125115.337468
1614|1552||1|208421.559672
1615|1542||1|191261.101914
1616|1547||1|301556.044046
1617|1560||1|290947.761068
1618|1555||1|141495.774418
1619|1556||1|120903.225109
1620|1554||1|212009.655385
1621|1562||1|218561.830165
1622|1559||1|185176.939618
1623|1557||1|133227.553862
1624|1565||1|192353.131044
1625|1561||1|317312.464351
1626|1558||1|158500.228014
1627|1566||1|236034.296245
1628|1564||1|142119.791064
1629|1569||1|195005.201789
1630|1563||1|118563.162688
1631|1568||1|158812.236337
1632|1570||1|148671.965844
1633|1571||1|208577.563833
1634|1567||1|534938.269547
1635|1581||1|490009.071055
1637|1572||1|328544.763972
1638|1573||1|243366.491832
1639|1575||1|280495.482253
1640|1574||1|193601.164336
1641|1578||1|324956.66826
1642|1579||1|195473.214273
1644|1576||1|162244.327888
1645|1582||1|171604.577574
1646|1577||1|138999.707835
1647|1580||1|140715.753611
1648|1583||1|145863.890938
1649|1585||1|151480.040749
1650|1586||1|236502.308729
1651|1584||1|221369.905071
1652|1588||1|143055.816032
1653|1589||1|579399.455554
1654|1587||1|94850.53015
1655|1590||1|275659.353248
1656|1592||1|171760.581735
1657|1591||1|169732.527637
1658|1593||1|238218.354505
1659|1605||1|477372.733979
1660|1599||1|213725.701161
1661|1594||1|153664.099009
1662|1597||1|167860.4777
1663|1595||1|138375.691189
1664|1600||1|185956.960425
1665|1596||1|146955.920068
1667|1602||1|151480.040749
1668|1601||1|190949.093592
1669|1604||1|140247.741126
1670|1598||1|125739.354113
1671|1603||1|112010.987908
1672|1608||1|228702.100658
1673|1607||1|158812.236337
1674|1609||1|108266.888033
1675|1606||1|154912.132301
1676|1610||1|153508.094848
1677|1611||1|130107.470633
1678|1614||1|207485.534703
1679|1612||1|135723.620445
1680|1613||1|138219.687028
1681|1616||1|99998.667477
1682|1615||1|129327.449826
1683|1622||1|433379.560455
1684|1618||1|177688.73987
1685|1617||1|162556.336211
1686|1619||1|168640.498506
1687|1620||1|367389.800169
1688|1621||1|289075.711132
1689|1623||1|217313.796873
1690|1624||1|160840.290435
1691|1625||1|73633.964195
1692|1626||1|238842.371151
1693|1627||1|396718.582519
1694|1628||1|357873.546322
1695|1630||1|404206.782268
1696|1629||1|324644.659938
1697|1632||1|193133.151851
1698|1631||1|162244.327888
1700|1644||1|1481415.516949
1701|1636||1|159280.248821
1702|1633||1|180340.810614
1703|1634||1|296875.919203
1704|1635||1|174724.660802
1705|1640||1|642581.140934
1706|1638||1|231510.175564
1707|1637||1|478776.771432
1708|1641||1|121215.233432
1709|1639||1|150700.019942
1710|1642||1|204053.443151
1711|1643||1|251634.712388
1712|1647||1|129639.458149
1713|1649||1|334472.922107
1714|1648||1|135099.603799
1715|1646||1|378310.09147
1716|1645||1|400462.682393
1717|1652||1|135099.603799
1718|1651||1|205145.472282
1719|1659||1|580179.476361
1720|1650||1|533378.227932
1721|1657||1|290167.740261
1722|1654||1|307016.189697
1723|1655||1|266767.116047
1724|1653||1|196097.230918
1725|1661||1|156628.178077
1726|1656||1|113727.033683
1727|1658||1|242742.475187
1728|1660||1|272383.265859
1729|1662||1|353973.442288
1730|1663||1|170668.552605
1731|1664||1|104678.79232
1732|1665||1|334004.909624
1733|1668||1|411382.973693
1734|1666||1|513253.691108
1735|1667||1|255222.808101
1736|1669||1|177844.744031
1737|1672||1|214973.734452
1738|1670||1|285799.623741
1739|1671||1|176908.719063
1740|1676||1|239622.391958
1741|1673||1|141339.770256
1742|1678||1|130107.470633
1743|1677||1|219653.859294
1744|1674||1|381430.174698
1745|1675||1|363333.691973
1746|1682||1|178780.769
1747|1681||1|214661.726129
1748|1680||1|185332.94378
1749|1679||1|254910.799778
1750|1684||1|167860.4777
1751|1683||1|289075.711132
1752|1685||1|136503.641252
1753|1702||1|894371.857481
1754|1687||1|225270.009106
1755|1688||1|199841.330793
1756|1686||1|507793.545457
1757|1690||1|280963.494737
1758|1696||1|548822.639913
1759|1689||1|421991.25667
1760|1692||1|555062.806372
1761|1691||1|183460.893843
1762|1693||1|126987.387405
1763|1697||1|397498.603325
1764|1694||1|451164.034858
1765|1698||1|204053.443151
1766|1695||1|305144.139759
1767|1700||1|122619.270885
1768|1699||1|278623.432315
1769|1701||1|143367.824355
1770|1706||1|134007.574669
1771|1703||1|184708.927134
1772|1704||1|183148.88552
1774|1705||1|194225.180981
1775|1708||1|305456.148082
1776|1707||1|159436.252982
1777|1715||1|208421.559672
1778|1711||1|201245.368246
1779|1710||1|225738.02159
1780|1709||1|168328.490184
1781|1714||1|170980.560928
1782|1713||1|507949.549619
1783|1712||1|99686.659154
1784|1718||1|173944.639995
1785|1716||1|556778.852147
1786|1717||1|457716.209638
1788|1721||1|252882.745679
1789|1719||1|226986.054882
1791|1720||1|367545.804331
1792|1725||1|157408.198883
1793|1724||1|229794.129788
1794|1723||1|121371.237593
1795|1726||1|176440.706579
1796|1722||1|373473.962466
1797|1729||1|418871.173442
1798|1727||1|184552.922972
1799|1728||1|287515.669517
1800|1731||1|279559.457284
1801|1735||1|340869.092726
1802|1730||1|162556.336211
1803|1732||1|191261.101914
1804|1733||1|202493.401537
1805|1745||1|771596.582437
1806|1737||1|389386.386932
1807|1741||1|327920.747328
1808|1734||1|410446.948725
1809|1736||1|418091.152635
1810|1739||1|284551.59045
1811|1743||1|276283.369894
1812|1738||1|291259.769391
1813|1747||1|199685.326632
1814|1740||1|364425.721103
1815|1742||1|136347.637091
1816|1751||1|309356.252118
1817|1749||1|334004.909623
1818|1744||1|300152.006593
1819|1746||1|311228.302055
1820|1748||1|555998.83134
1821|1750||1|128391.424858
1822|1760||1|328544.763974
1823|1753||1|349917.33409
1824|1754||1|179560.789807
